"","X","post_date","wday","post_topic","post_style","post_tone","post_type","post_reactions","post_shares","post_comments","total_inter"
"1",1,"2018-08-17","Fri","Sexual Abstinence","Counsel","Enact fear","photo",230,24,41,295
"2",2,"2018-08-17","Fri","Intimate Relations","Storytelling","Neutral","status",63,9,21,93
"3",3,"2018-08-23","Thu","Sexual Abstinence","Counsel","Neutral","status",137,8,20,165
"4",4,"2018-09-10","Mon","Sexual Purity","Counsel","Enact fear","status",128,6,97,231
"5",5,"2018-09-19","Wed","Sexual Abstinence","Storytelling","Guilt","status",96,29,20,145
"6",6,"2018-09-18","Tue","Abuse","Experience sharing","Neutral","status",66,4,13,83
"7",7,"2018-10-04","Thu","Intimate Relations","Counsel","Neutral","status",103,7,25,135
"8",8,"2018-10-15","Mon","Sexual Purity","Counsel","Enact fear","status",133,1,46,180
"9",9,"2018-10-17","Wed","Sexual Purity","Counsel","Neutral","photo",138,6,7,151
"10",10,"2019-01-25","Fri","Sexual Abstinence","Counsel","Enact fear","status",15,1,1,17
"11",11,"2019-01-26","Sat","Sexual Purity","Counsel","Guilt","status",231,22,28,281
"12",12,"2019-01-28","Mon","Intimate Relations","Counsel","Neutral","status",97,4,181,282
"13",13,"2019-01-29","Tue","Sexual Abstinence","Storytelling","Neutral","status",194,14,62,270
"14",14,"2019-01-30","Wed","Intimate Relations","Counsel","Neutral","status",70,8,16,94
"15",15,"2019-02-05","Tue","Family Planning","Counsel","Enact fear","status",153,13,115,281
"16",16,"2019-02-05","Tue","Sexual Abstinence","Counsel","Neutral","status",204,6,128,338
"17",17,"2019-02-06","Wed","Intimate Relations","Experience sharing","Neutral","photo",47,0,6,53
"18",18,"2019-02-07","Thu","Intimate Relations","Counsel","Guilt","status",54,6,25,85
"19",19,"2019-02-06","Wed","Sexual Abstinence","Experience sharing","Neutral","status",63,0,10,73
"20",20,"2019-02-07","Thu","Intimate Relations","Experience sharing","Neutral","status",422,60,62,544
"21",21,"2019-02-07","Thu","Intimate Relations","Counsel","Enact fear","status",31,0,10,41
"22",22,"2019-02-07","Thu","Intimate Relations","Storytelling","Neutral","status",32,0,6,38
"23",23,"2019-02-08","Fri","Sexual Abstinence","Counsel","Neutral","status",86,1,21,108
"24",24,"2019-02-08","Fri","Sexual Purity","Counsel","Neutral","status",27,0,6,33
"25",25,"2019-02-08","Fri","Intimate Relations","Counsel","Neutral","status",354,3,198,555
"26",26,"2019-02-09","Sat","Intimate Relations","Counsel","Neutral","photo",345,112,53,510
"27",27,"2019-02-09","Sat","Intimate Relations","Counsel","Neutral","photo",16,5,0,21
"28",28,"2019-02-09","Sat","Intimate Relations","Counsel","Neutral","photo",71,23,8,102
"29",29,"2019-02-10","Sun","Intimate Relations","Counsel","Enact fear","status",68,2,2,72
"30",30,"2019-02-11","Mon","Sexual Abstinence","Counsel","Neutral","status",295,28,94,417
"31",31,"2019-02-11","Mon","Intimate Relations","Storytelling","Neutral","status",47,0,14,61
"32",32,"2019-02-11","Mon","Abuse","Counsel","Neutral","status",52,3,0,55
"33",33,"2019-02-12","Tue","Sexual Abstinence","Counsel","Neutral","status",10,0,1,11
"34",34,"2019-02-12","Tue","Sexual Purity","Counsel","Neutral","status",5,0,1,6
"35",35,"2019-02-14","Thu","Sexual Abstinence","Counsel","Enact fear","status",20,3,3,26
"36",36,"2019-02-14","Thu","Sexual Abstinence","Counsel","Neutral","status",207,5,17,229
"37",37,"2019-02-19","Tue","Intimate Relations","Counsel","Neutral","status",232,4,25,261
"38",38,"2019-02-19","Tue","Abuse","Counsel","Neutral","status",21,0,1,22
"39",39,"2019-02-22","Fri","Intimate Relations","Request for opinion","Neutral","status",39,0,69,108
"40",40,"2019-02-24","Sun","Intimate Relations","Counsel","Neutral","status",22,7,0,29
"41",41,"2019-02-28","Thu","Intimate Relations","Experience sharing","Neutral","photo",560,33,93,686
"42",42,"2019-03-04","Mon","Intimate Relations","Storytelling","Neutral","status",45,2,10,57
"43",43,"2019-03-09","Sat","Family Planning","Storytelling","Enact fear","status",57,4,0,61
"44",44,"2019-03-10","Sun","Sexual Abstinence","Counsel","Neutral","status",64,17,0,81
"45",45,"2019-03-11","Mon","Sexual Purity","Storytelling","Enact fear","status",55,8,6,69
"46",46,"2019-03-22","Fri","Intimate Relations","Counsel","Neutral","status",40,1,19,60
"47",47,"2019-03-23","Sat","Sexual Abstinence","Counsel","Guilt","status",42,2,6,50
"48",48,"2019-03-25","Mon","Sexual Purity","Storytelling","Neutral","status",7,0,0,7
"49",49,"2019-04-03","Wed","Intimate Relations","Storytelling","Neutral","status",118,2,40,160
"50",50,"2019-04-03","Wed","Intimate Relations","Counsel","Neutral","photo",34,7,13,54
"51",51,"2019-04-08","Mon","Sexual Purity","Storytelling","Enact fear","status",407,76,112,595
"52",52,"2019-04-09","Tue","Intimate Relations","Storytelling","Neutral","status",67,1,18,86
"53",53,"2019-04-13","Sat","Sexual Abstinence","Counsel","Neutral","photo",61,8,6,75
"54",54,"2019-04-14","Sun","Intimate Relations","Request for opinion","Neutral","status",113,6,369,488
"55",55,"2019-04-23","Tue","Sexual Abstinence","Counsel","Enact fear","status",14,0,0,14
"56",56,"2019-04-25","Thu","Intimate Relations","Request for opinion","Neutral","photo",8,0,8,16
"57",57,"2019-04-26","Fri","Intimate Relations","Counsel","Neutral","status",113,13,3,129
"58",58,"2019-05-06","Mon","Intimate Relations","Counsel","Neutral","status",94,7,16,117
"59",59,"2019-05-07","Tue","Intimate Relations","Counsel","Neutral","status",130,6,8,144
"60",60,"2019-05-12","Sun","Intimate Relations","Counsel","Neutral","status",163,7,10,180
"61",61,"2019-05-15","Wed","Intimate Relations","Counsel","Neutral","status",285,21,56,362
"62",62,"2019-05-22","Wed","Intimate Relations","Storytelling","Neutral","photo",355,28,18,401
"63",63,"2018-11-29","Thu","Intimate Relations","Storytelling","Neutral","status",3,0,0,3
"64",64,"2018-11-26","Mon","Sexual Abstinence","Request for opinion","Neutral","status",26,0,91,117
"65",65,"2018-11-24","Sat","Intimate Relations","Counsel","Neutral","status",15,1,0,16
"66",66,"2018-11-24","Sat","Intimate Relations","Counsel","Neutral","status",45,4,9,58
"67",67,"2018-11-23","Fri","Intimate Relations","Storytelling","Neutral","status",16,0,2,18
"68",68,"2018-11-18","Sun","Sexual Abstinence","Counsel","Neutral","status",42,10,21,73
"69",69,"2018-11-14","Wed","Sexual Abstinence","Request for opinion","Neutral","status",2,0,0,2
"70",70,"2018-11-14","Wed","Sexual Abstinence","Counsel","Enact fear","status",24,11,0,35
"71",71,"2018-11-12","Mon","Intimate Relations","Counsel","Neutral","status",51,38,18,107
"72",72,"2018-06-01","Fri","Intimate Relations","Counsel","Neutral","status",409,18,155,582
"73",73,"2018-06-04","Mon","Intimate Relations","Counsel","Neutral","photo",37,4,9,50
"74",74,"2018-06-07","Thu","Sexual Abstinence","Counsel","Neutral","photo",51,2,3,56
"75",75,"2018-06-09","Sat","Intimate Relations","Counsel","Neutral","status",19,0,0,19
"76",76,"2018-06-22","Fri","Intimate Relations","Counsel","Neutral","status",154,18,41,213
"77",77,"2018-06-22","Fri","Intimate Relations","Experience sharing","Neutral","status",1043,73,251,1367
"78",78,"2018-06-30","Sat","Sexual Purity","Counsel","Guilt","status",38,4,12,54
"79",79,"2018-07-01","Sun","Sexual Abstinence","Counsel","Enact fear","status",85,21,2,108
"80",80,"2018-07-01","Sun","Intimate Relations","Counsel","Neutral","status",16,1,2,19
"81",81,"2018-07-02","Mon","Intimate Relations","Counsel","Neutral","status",10,0,2,12
"82",82,"2018-07-04","Wed","Intimate Relations","Counsel","Neutral","status",294,25,86,405
"83",83,"2018-07-16","Mon","Sexual Abstinence","Counsel","Neutral","status",207,17,13,237
"84",84,"2018-07-26","Thu","Intimate Relations","Counsel","Neutral","status",104,18,7,129
"85",85,"2018-07-30","Mon","Intimate Relations","Storytelling","Neutral","status",135,0,16,151
"86",86,"2018-08-06","Mon","Intimate Relations","Counsel","Neutral","status",1166,76,225,1467
"87",87,"2018-08-09","Thu","Intimate Relations","Counsel","Neutral","status",26,1,0,27
"88",88,"2018-08-20","Mon","Intimate Relations","Storytelling","Neutral","photo",218,5,64,287
"89",89,"2018-08-21","Tue","Intimate Relations","Counsel","Neutral","status",56,5,9,70
"90",90,"2018-08-23","Thu","Intimate Relations","Storytelling","Neutral","status",3,0,0,3
"91",91,"2018-08-24","Fri","Intimate Relations","Storytelling","Neutral","status",7,0,1,8
"92",92,"2018-08-31","Fri","Intimate Relations","Counsel","Neutral","photo",166,12,34,212
"93",93,"2018-09-06","Thu","Intimate Relations","Counsel","Neutral","status",5,0,0,5
"94",94,"2018-09-10","Mon","Intimate Relations","Storytelling","Neutral","status",84,16,21,121
"95",95,"2018-09-12","Wed","Intimate Relations","Counsel","Neutral","status",31,8,16,55
"96",96,"2018-09-27","Thu","Sexual Abstinence","Storytelling","Neutral","photo",283,14,37,334
"97",97,"2018-09-28","Fri","Intimate Relations","Counsel","Neutral","status",56,6,8,70
"98",98,"2018-10-06","Sat","Sexual Abstinence","Storytelling","Neutral","status",79,2,43,124
"99",99,"2018-10-09","Tue","Sexual Abstinence","Counsel","Enact fear","status",28,5,4,37
"100",100,"2018-10-12","Fri","Intimate Relations","Counsel","Neutral","status",25,0,1,26
"101",101,"2018-10-12","Fri","Intimate Relations","Counsel","Neutral","status",145,0,256,401
"102",102,"2018-10-20","Sat","Sexual Abstinence","Counsel","Neutral","status",17,0,10,27
"103",103,"2018-10-22","Mon","Intimate Relations","Counsel","Neutral","photo",215,14,48,277
"104",104,"2018-10-29","Mon","Intimate Relations","Storytelling","Neutral","status",67,2,29,98
"105",105,"2018-11-07","Wed","Abuse","Storytelling","Neutral","status",96,2,33,131
"106",106,"2018-11-08","Thu","Intimate Relations","Counsel","Neutral","status",30,5,4,39
"107",107,"2018-11-20","Tue","Intimate Relations","Counsel","Neutral","status",29,0,2,31
"108",108,"2018-11-27","Tue","Intimate Relations","Counsel","Neutral","status",94,20,44,158
"109",109,"2018-11-28","Wed","Intimate Relations","Counsel","Neutral","status",24,5,7,36
"110",110,"2018-11-28","Wed","Intimate Relations","Storytelling","Neutral","status",25,3,7,35
"111",111,"2018-12-01","Sat","Intimate Relations","Counsel","Neutral","status",23,1,2,26
"112",112,"2018-12-01","Sat","Intimate Relations","Counsel","Neutral","status",21,1,2,24
"113",113,"2018-12-07","Fri","Intimate Relations","Counsel","Neutral","status",9,0,0,9
"114",114,"2018-12-10","Mon","Sexual Abstinence","Counsel","Guilt","photo",22,2,3,27
"115",115,"2018-12-17","Mon","Sexual Purity","Counsel","Neutral","status",112,1,16,129
"116",116,"2018-12-18","Tue","Intimate Relations","Counsel","Neutral","status",6,0,1,7
"117",117,"2018-12-18","Tue","Intimate Relations","Counsel","Neutral","status",16,5,3,24
"118",118,"2018-12-20","Thu","Intimate Relations","Storytelling","Neutral","status",58,2,42,102
"119",119,"2018-12-23","Sun","Sexual Abstinence","Storytelling","Neutral","status",210,37,78,325
"120",120,"2018-12-24","Mon","Intimate Relations","Storytelling","Neutral","status",230,52,31,313
"121",121,"2018-12-28","Fri","Intimate Relations","Counsel","Neutral","status",31,1,3,35
"122",122,"2018-12-28","Fri","Intimate Relations","Counsel","Neutral","status",21,3,1,25
"123",123,"2019-01-03","Thu","Intimate Relations","Counsel","Neutral","status",27,11,3,41
"124",124,"2019-01-02","Wed","Intimate Relations","Storytelling","Neutral","photo",36,1,23,60
"125",125,"2019-01-08","Tue","Intimate Relations","Storytelling","Neutral","photo",792,43,146,981
"126",126,"2019-01-09","Wed","Intimate Relations","Storytelling","Neutral","photo",82,4,59,145
"127",127,"2019-01-10","Thu","Sexual Abstinence","Storytelling","Guilt","photo",101,5,23,129
"128",128,"2019-01-10","Thu","Intimate Relations","Counsel","Neutral","status",4,0,0,4
"129",129,"2019-01-13","Sun","Intimate Relations","Counsel","Neutral","status",48,7,4,59
"130",130,"2019-01-19","Sat","Intimate Relations","Counsel","Neutral","status",67,6,23,96
"131",131,"2019-02-10","Sun","Intimate Relations","Storytelling","Neutral","status",163,2,54,219
"132",132,"2019-02-12","Tue","Intimate Relations","Counsel","Neutral","status",10,0,3,13
"133",133,"2019-02-12","Tue","Intimate Relations","Storytelling","Neutral","status",177,1,87,265
"134",134,"2019-02-20","Wed","Intimate Relations","Storytelling","Neutral","status",125,5,61,191
"135",135,"2019-02-21","Thu","Sexual Abstinence","Storytelling","Enact fear","status",22,2,2,26
"136",136,"2019-02-24","Sun","Sexual Abstinence","Counsel","Guilt","status",10,1,0,11
"137",137,"2019-03-14","Thu","Intimate Relations","Storytelling","Neutral","status",201,8,86,295
"138",138,"2019-03-18","Mon","Intimate Relations","Storytelling","Neutral","status",144,4,44,192
"139",139,"2019-03-24","Sun","Sexual Abstinence","Counsel","Enact fear","photo",149,43,22,214
"140",140,"2019-04-01","Mon","Intimate Relations","Counsel","Neutral","photo",35,13,0,48
"141",141,"2019-04-04","Thu","Intimate Relations","Counsel","Neutral","photo",39,2,2,43
"142",142,"2019-04-06","Sat","Sexual Abstinence","Counsel","Neutral","photo",21,1,2,24
"143",143,"2019-04-11","Thu","Intimate Relations","Storytelling","Neutral","status",105,0,33,138
"144",144,"2019-04-19","Fri","Intimate Relations","Storytelling","Neutral","status",139,4,52,195
"145",145,"2019-04-20","Sat","Intimate Relations","Storytelling","Enact fear","status",167,3,59,229
"146",146,"2019-05-13","Mon","Intimate Relations","Experience sharing","Neutral","status",14,4,0,18
"147",147,"2019-05-28","Tue","Intimate Relations","Request for opinion","Neutral","status",32,2,11,45
"148",148,"2018-11-30","Fri","Sexual Abstinence","Counsel","Enact fear","status",65,10,9,84
"149",149,"2018-11-30","Fri","Sexual Abstinence","Counsel","Enact fear","status",47,3,28,78
"150",150,"2018-11-30","Fri","Sexual Abstinence","Request for opinion","Neutral","status",46,4,10,60
"151",151,"2018-11-29","Thu","Sexual Abstinence","Counsel","Stigma","status",192,11,81,284
"152",152,"2018-11-27","Tue","Intimate Relations","Counsel","Neutral","status",7,1,0,8
"153",153,"2018-11-26","Mon","Sexual Abstinence","Counsel","Enact fear","status",14,1,0,15
"154",154,"2018-11-26","Mon","Intimate Relations","Counsel","Stigma","status",67,14,22,103
"155",155,"2018-11-24","Sat","Intimate Relations","Counsel","Neutral","status",18,6,1,25
"156",156,"2018-11-24","Sat","Sexual Purity","Storytelling","Guilt","status",69,3,11,83
"157",157,"2018-11-24","Sat","Intimate Relations","Storytelling","Neutral","status",71,6,4,81
"158",158,"2018-11-24","Sat","Intimate Relations","Counsel","Neutral","status",13,2,3,18
"159",159,"2018-11-24","Sat","Intimate Relations","Counsel","Neutral","status",53,8,5,66
"160",160,"2018-11-24","Sat","Intimate Relations","Storytelling","Neutral","status",186,31,30,247
"161",161,"2018-11-24","Sat","Intimate Relations","Experience sharing","Neutral","status",252,38,36,326
"162",162,"2018-11-24","Sat","Intimate Relations","Counsel","Neutral","status",63,15,16,94
"163",163,"2018-11-24","Sat","Intimate Relations","Experience sharing","Neutral","status",56,2,15,73
"164",164,"2018-11-23","Fri","Intimate Relations","Counsel","Enact fear","status",31,0,1,32
"165",165,"2018-11-22","Thu","Sexual Abstinence","Counsel","Neutral","status",20,0,3,23
"166",166,"2018-11-21","Wed","Intimate Relations","Counsel","Guilt","status",20,6,11,37
"167",167,"2018-11-21","Wed","Sexual Abstinence","Counsel","Enact fear","status",105,16,11,132
"168",168,"2018-11-21","Wed","Sexual Abstinence","Experience sharing","Neutral","status",110,13,28,151
"169",169,"2018-11-20","Tue","Sexual Abstinence","Counsel","Neutral","status",99,14,50,163
"170",170,"2018-11-20","Tue","Sexual Abstinence","Counsel","Guilt","status",41,15,7,63
"171",171,"2018-11-20","Tue","Intimate Relations","Counsel","Neutral","status",103,52,36,191
"172",172,"2018-11-20","Tue","Intimate Relations","Experience sharing","Neutral","status",120,12,23,155
"173",173,"2018-11-19","Mon","Intimate Relations","Counsel","Neutral","status",88,9,16,113
"174",174,"2018-11-17","Sat","Intimate Relations","Experience sharing","Enact fear","status",165,41,39,245
"175",175,"2018-11-16","Fri","Intimate Relations","Counsel","Guilt","status",84,13,23,120
"176",176,"2018-11-15","Thu","Sexual Purity","Counsel","Guilt","status",55,2,18,75
"177",177,"2018-11-15","Thu","Intimate Relations","Storytelling","Neutral","status",176,33,30,239
"178",178,"2018-11-15","Thu","Intimate Relations","Counsel","Neutral","status",29,4,4,37
"179",179,"2018-11-15","Thu","Sexual Abstinence","Request for opinion","Neutral","status",33,1,93,127
"180",180,"2018-11-15","Thu","Intimate Relations","Counsel","Neutral","status",15,0,0,15
"181",181,"2018-11-14","Wed","Sexual Abstinence","Counsel","Neutral","link",2,0,0,2
"182",182,"2018-11-14","Wed","Sexual Abstinence","Request for opinion","Neutral","status",22,0,54,76
"183",183,"2018-11-14","Wed","Sexual Abstinence","Experience sharing","Guilt","status",71,23,15,109
"184",184,"2018-11-13","Tue","Sexual Abstinence","Counsel","Neutral","status",62,1,5,68
"185",185,"2018-11-13","Tue","Sexual Abstinence","Counsel","Guilt","status",1,0,1,2
"186",186,"2018-11-12","Mon","Sexual Abstinence","Counsel","Neutral","status",58,0,13,71
"187",187,"2018-11-11","Sun","Sexual Abstinence","Experience sharing","Guilt","status",155,3,35,193
"188",188,"2018-11-10","Sat","Abuse","Counsel","Neutral","status",8,1,0,9
"189",189,"2018-11-10","Sat","Abuse","Storytelling","Neutral","status",59,6,20,85
"190",190,"2018-11-10","Sat","Sexual Abstinence","Storytelling","Enact fear","photo",46,14,13,73
"191",191,"2018-06-02","Sat","Intimate Relations","Counsel","Neutral","status",440,53,91,584
"192",192,"2018-06-08","Fri","Intimate Relations","Counsel","Neutral","status",124,15,28,167
"193",193,"2018-11-10","Sat","Intimate Relations","Storytelling","Neutral","status",151,9,133,293
"194",194,"2018-06-08","Fri","Sexual Abstinence","Counsel","Neutral","status",43,1,0,44
"195",195,"2018-06-08","Fri","Intimate Relations","Storytelling","Neutral","status",596,40,98,734
"196",196,"2018-06-10","Sun","Sexual Abstinence","Counsel","Guilt","status",83,7,6,96
"197",197,"2018-06-09","Sat","Sexual Purity","Counsel","Neutral","status",9,0,0,9
"198",198,"2018-06-10","Sun","Intimate Relations","Counsel","Neutral","status",79,7,6,92
"199",199,"2018-06-10","Sun","Intimate Relations","Experience sharing","Neutral","status",290,24,52,366
"200",200,"2018-06-12","Tue","Sexual Abstinence","Counsel","Enact fear","status",33,2,1,36
"201",201,"2018-06-14","Thu","Intimate Relations","Request for opinion","Neutral","status",323,5,377,705
"202",202,"2018-06-16","Sat","Intimate Relations","Storytelling","Neutral","status",109,9,16,134
"203",203,"2018-06-15","Fri","Intimate Relations","Counsel","Enact fear","status",97,25,39,161
"204",204,"2018-06-16","Sat","Intimate Relations","Storytelling","Neutral","status",46,4,3,53
"205",205,"2018-06-15","Fri","Sexual Abstinence","Counsel","Neutral","status",16,4,0,20
"206",206,"2018-06-17","Sun","Sexual Purity","Counsel","Enact fear","status",108,7,15,130
"207",207,"2018-06-17","Sun","Intimate Relations","Counsel","Neutral","status",16,3,0,19
"208",208,"2018-06-18","Mon","Intimate Relations","Storytelling","Guilt","status",245,54,52,351
"209",209,"2018-11-09","Fri","Sexual Abstinence","Counsel","Guilt","status",19,4,0,23
"210",210,"2018-06-23","Sat","Intimate Relations","Storytelling","Neutral","status",164,20,27,211
"211",211,"2018-06-22","Fri","Intimate Relations","Experience sharing","Neutral","status",52,8,8,68
"212",212,"2018-06-22","Fri","Sexual Abstinence","Counsel","Enact fear","status",49,1,15,65
"213",213,"2018-06-22","Fri","Intimate Relations","Counsel","Neutral","status",466,71,73,610
"214",214,"2018-06-23","Sat","Sexual Purity","Experience sharing","Neutral","status",82,19,8,109
"215",215,"2018-06-25","Mon","Intimate Relations","Counsel","Neutral","status",77,13,13,103
"216",216,"2018-10-26","Fri","Intimate Relations","Counsel","Neutral","status",76,20,14,110
"217",217,"2018-06-27","Wed","Family Planning","Counsel","Neutral","photo",43,2,15,60
"218",218,"2018-06-27","Wed","Intimate Relations","Counsel","Neutral","status",233,32,43,308
"219",219,"2018-06-28","Thu","Sexual Abstinence","Counsel","Neutral","status",237,13,75,325
"220",220,"2018-06-29","Fri","Abuse","Counsel","Neutral","status",68,0,29,97
"221",221,"2018-07-01","Sun","Sexual Abstinence","Counsel","Neutral","status",53,4,60,117
"222",222,"2018-07-01","Sun","Abuse","Counsel","Neutral","status",54,6,5,65
"223",223,"2018-06-30","Sat","Intimate Relations","Counsel","Neutral","status",14,2,0,16
"224",224,"2018-07-02","Mon","Intimate Relations","Counsel","Neutral","status",380,22,78,480
"225",225,"2018-07-02","Mon","Sexual Abstinence","Request for opinion","Neutral","status",32,1,75,108
"226",226,"2018-07-02","Mon","Intimate Relations","Counsel","Guilt","status",69,18,8,95
"227",227,"2018-07-02","Mon","Sexual Abstinence","Request for opinion","Neutral","status",28,0,166,194
"228",228,"2018-07-04","Wed","Family Planning","Storytelling","Neutral","status",129,15,3,147
"229",229,"2018-07-04","Wed","Intimate Relations","Storytelling","Neutral","status",40,6,1,47
"230",230,"2018-07-04","Wed","Sexual Abstinence","Counsel","Neutral","status",112,7,36,155
"231",231,"2018-07-05","Thu","Intimate Relations","Storytelling","Neutral","status",46,0,14,60
"232",232,"2018-07-05","Thu","Sexual Abstinence","Storytelling","Neutral","status",351,30,34,415
"233",233,"2018-07-06","Fri","Intimate Relations","Counsel","Neutral","status",79,21,29,129
"234",234,"2018-07-06","Fri","Intimate Relations","Counsel","Neutral","status",175,22,21,218
"235",235,"2018-07-06","Fri","Sexual Abstinence","Storytelling","Enact fear","status",27,4,0,31
"236",236,"2018-07-06","Fri","Sexual Abstinence","Storytelling","Stigma","status",332,22,61,415
"237",237,"2018-07-06","Fri","Sexual Abstinence","Request for opinion","Neutral","status",12,0,18,30
"238",238,"2018-07-06","Fri","Sexual Abstinence","Counsel","Neutral","status",206,1,273,480
"239",239,"2018-10-25","Thu","Sexual Abstinence","Storytelling","Enact fear","status",0,0,0,0
"240",240,"2018-10-25","Thu","Intimate Relations","Storytelling","Neutral","status",0,0,0,0
"241",241,"2018-07-09","Mon","Intimate Relations","Counsel","Neutral","status",4,0,0,4
"242",242,"2018-07-10","Tue","Sexual Abstinence","Counsel","Neutral","status",79,4,2,85
"243",243,"2018-07-11","Wed","Intimate Relations","Counsel","Neutral","status",63,6,8,77
"244",244,"2018-07-12","Thu","Sexual Abstinence","Request for opinion","Neutral","photo",197,11,16,224
"245",245,"2018-07-14","Sat","Sexual Abstinence","Counsel","Stigma","photo",11,0,0,11
"246",246,"2018-10-22","Mon","Intimate Relations","Counsel","Neutral","status",39,3,3,45
"247",247,"2018-10-22","Mon","Intimate Relations","Storytelling","Guilt","status",92,54,21,167
"248",248,"2018-10-22","Mon","Family Planning","Experience sharing","Enact fear","status",98,10,11,119
"249",249,"2018-07-15","Sun","Intimate Relations","Experience sharing","Neutral","status",458,35,52,545
"250",250,"2018-07-16","Mon","Intimate Relations","Storytelling","Neutral","status",17,3,0,20
"251",251,"2018-07-16","Mon","Intimate Relations","Counsel","Neutral","status",16,1,0,17
"252",252,"2018-10-20","Sat","Sexual Purity","Counsel","Neutral","status",63,3,22,88
"253",253,"2018-07-19","Thu","Sexual Purity","Counsel","Neutral","status",206,27,27,260
"254",254,"2018-08-31","Fri","Intimate Relations","Storytelling","Neutral","status",124,10,19,153
"255",255,"2018-08-23","Thu","Intimate Relations","Experience sharing","Neutral","status",21,1,19,41
"256",256,"2018-08-23","Thu","Abuse","Storytelling","Neutral","status",7,0,8,15
"257",257,"2018-07-21","Sat","Sexual Abstinence","Storytelling","Neutral","status",21,2,1,24
"258",258,"2018-08-23","Thu","Sexual Abstinence","Request for opinion","Neutral","status",15,0,1,16
"259",259,"2018-07-23","Mon","Intimate Relations","Storytelling","Neutral","status",123,21,28,172
"260",260,"2018-07-23","Mon","Intimate Relations","Counsel","Neutral","status",551,113,104,768
"261",261,"2018-08-21","Tue","Sexual Abstinence","Storytelling","Neutral","status",24,3,3,30
"262",262,"2018-08-20","Mon","Sexual Abstinence","Storytelling","Neutral","status",7,1,0,8
"263",263,"2018-07-29","Sun","Sexual Abstinence","Counsel","Neutral","status",55,4,16,75
"264",264,"2018-07-31","Tue","Family Planning","Counsel","Neutral","status",75,4,5,84
"265",265,"2018-08-20","Mon","Sexual Abstinence","Storytelling","Guilt","status",30,1,8,39
"266",266,"2018-07-31","Tue","Sexual Abstinence","Experience sharing","Enact fear","photo",578,58,103,739
"267",267,"2018-08-01","Wed","Sexual Abstinence","Counsel","Neutral","status",195,4,73,272
"268",268,"2018-08-01","Wed","Intimate Relations","Counsel","Stigma","status",48,11,5,64
"269",269,"2018-08-20","Mon","Sexual Abstinence","Counsel","Enact fear","status",64,25,3,92
"270",270,"2018-08-13","Mon","Intimate Relations","Request for opinion","Neutral","photo",100,4,254,358
"271",271,"2018-08-04","Sat","Sexual Abstinence","Storytelling","Enact fear","status",607,76,163,846
"272",272,"2018-08-06","Mon","Intimate Relations","Storytelling","Neutral","photo",138,7,34,179
"273",273,"2018-08-08","Wed","Intimate Relations","Storytelling","Neutral","status",447,56,71,574
"274",274,"2018-08-09","Thu","Intimate Relations","Storytelling","Neutral","photo",498,47,91,636
"275",275,"2018-08-10","Fri","Sexual Purity","Storytelling","Neutral","photo",6,2,0,8
"276",276,"2018-08-10","Fri","Intimate Relations","Counsel","Neutral","status",304,12,84,400
"277",277,"2018-08-13","Mon","Sexual Abstinence","Storytelling","Guilt","status",171,30,66,267
"278",278,"2018-08-20","Mon","Sexual Abstinence","Counsel","Neutral","status",8,0,2,10
"279",279,"2018-08-20","Mon","Intimate Relations","Experience sharing","Neutral","photo",140,10,6,156
"280",280,"2018-08-11","Sat","Intimate Relations","Counsel","Neutral","status",288,59,48,395
"281",281,"2018-08-11","Sat","Sexual Abstinence","Experience sharing","Neutral","status",131,2,13,146
"282",282,"2018-08-20","Mon","Intimate Relations","Counsel","Enact fear","status",13,0,1,14
"283",283,"2018-08-12","Sun","Sexual Abstinence","Counsel","Enact fear","status",93,21,17,131
"284",284,"2018-08-20","Mon","Intimate Relations","Request for opinion","Neutral","status",48,2,103,153
"285",285,"2018-08-12","Sun","Intimate Relations","Counsel","Neutral","photo",137,20,11,168
"286",286,"2018-08-13","Mon","Intimate Relations","Storytelling","Neutral","status",5,0,0,5
"287",287,"2018-08-13","Mon","Sexual Purity","Counsel","Enact fear","status",46,10,12,68
"288",288,"2018-08-13","Mon","Intimate Relations","Storytelling","Neutral","photo",123,13,12,148
"289",289,"2018-08-13","Mon","Family Planning","Storytelling","Guilt","photo",74,21,12,107
"290",290,"2018-08-14","Tue","Sexual Purity","Request for opinion","Neutral","status",134,0,620,754
"291",291,"2018-08-20","Mon","Sexual Abstinence","Counsel","Neutral","status",46,3,4,53
"292",292,"2018-08-15","Wed","Intimate Relations","Counsel","Neutral","status",5,0,0,5
"293",293,"2018-08-16","Thu","Sexual Abstinence","Request for opinion","Neutral","status",87,2,219,308
"294",294,"2018-08-14","Tue","Sexual Abstinence","Request for opinion","Neutral","status",19,0,29,48
"295",295,"2018-08-14","Tue","Intimate Relations","Storytelling","Neutral","status",142,22,21,185
"296",296,"2018-08-16","Thu","Intimate Relations","Storytelling","Neutral","status",30,7,12,49
"297",297,"2018-08-15","Wed","Sexual Abstinence","Counsel","Neutral","status",195,11,82,288
"298",298,"2018-08-14","Tue","Sexual Purity","Counsel","Enact fear","status",36,2,0,38
"299",299,"2018-08-15","Wed","Abuse","Storytelling","Neutral","status",21,3,1,25
"300",300,"2018-08-15","Wed","Intimate Relations","Storytelling","Neutral","status",344,17,78,439
"301",301,"2018-08-15","Wed","Abuse","Request for opinion","Neutral","status",7,0,0,7
